DrugBank ID,Doping,Similar Structure
DB01414,0,"DB01414, DB03313, DB01139, DB00689, DB00456, DB03938, DB00567, DB14107, DB01140, DB13461, DB01333, DB01112, DB00493, DB01150, DB01416, DB01331, DB00833, DB11505, DB13504, DB00535, DB01326, DB13821, DB09008, DB11592, DB01415, DB01327, DB14725, DB01413, DB00923, DB00229"
DB01415,0,"DB01415, DB13461, DB01332, DB13504, DB00535, DB01416, DB00229, DB00671, DB00493, DB01413, DB00438, DB01066, DB11505, DB00267, DB01212, DB11485, DB00833, DB00689, DB00567, DB14879, DB13470, DB01140, DB01414, DB01326, DB00456, DB01328, DB01150, DB13682, DB01139, DB04918"
DB01416,0,"DB01416, DB00493, DB13504, DB00535, DB11505, DB01413, DB01332, DB00671, DB00267, DB11485, DB00438, DB01066, DB01212, DB13461, DB14879, DB13470, DB13682, DB00229, DB01415, DB01112, DB04918, DB00456, DB00689, DB01414, DB03313, DB13667, DB01331, DB01139, DB09050, DB13499"
DB01418,0,"DB01418, DB00682, DB08496, DB14055, DB08735, DB08736, DB00946, DB08663, DB08662"
DB01419,0,"DB01419, DB08976"
DB01420,1,"DB01420, DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB13958, DB08308, DB08619, DB01395, DB00603, DB11440, DB06789, DB14677, DB12499, DB13185, DB13640, DB14678, DB01134, DB02329, DB15984, DB08547, DB06780, DB14583, DB14540, DB14538, DB14544, DB14543"
DB01421,0,"DB00452, DB01421, DB04728, DB03615, DB15080, DB17631, DB16951, DB13673, DB00684, DB13270, DB04717, DB01172, DB04808, DB04718, DB04263, DB04729, DB17884, DB07341, DB11520, DB03779, DB00798, DB13274, DB04626, DB04679, DB04678, DB03618, DB00919, DB04226"
DB01422,0,DB01422
DB01423,0,DB01423
DB01424,0,"DB01424, DB04817, DB01435, DB01495, DB13407, DB13524"
DB01425,0,DB01425
DB01426,0,"DB01426, DB13555, DB13651"
DB01427,0,DB01427
DB01428,0,"DB01428, DB11221, DB16830"
DB01429,0,DB01429
DB01430,0,DB01430
DB01431,0,"DB01431, DB01493, DB03696, DB04704, DB01455, DB01524, DB04540, DB04705, DB14038, DB12474, DB01474, DB01526, DB01554, DB14555, DB01889, DB01503, DB00304, DB04706, DB14152, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533"
DB01433,0,"DB01227, DB01433, DB01522, DB01555, DB01498"
DB01434,1,"DB00396, DB01434, DB01536, DB01451, DB13391, DB15977, DB13710, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB01443, DB01456, DB08905, DB00253, DB18000, DB14584, DB04652, DB07373, DB12194"
DB01435,0,"DB01435, DB01495, DB13524, DB01424"
DB01436,0,"DB01436, DB13097, DB15557, DB00136, DB06410, DB13689, DB04258, DB00169, DB00146, DB00153, DB04891, DB18029, DB18406, DB06117, DB02300, DB00910, DB01070, DB03451, DB06272, DB04038, DB05295, DB08742"
DB01437,0,"DB01437, DB00357, DB13413, DB08997"
DB01438,0,DB01438
DB01439,1,"DB01439, DB09180, DB01470, DB09170, DB00708, DB01571, DB09178, DB09171, DB01570, DB00813, DB09169, DB09173, DB01557, DB01532"
DB01440,0,"DB01440, DB09072, DB00139, DB14489, DB14508, DB03568, DB02406, DB03741, DB03750, DB17706"
DB01441,0,"DB01441, DB14010, DB01065, DB01445, DB04275, DB08839, DB13990, DB16909, DB01460, DB08190, DB01488, DB07723, DB13403"
DB01442,0,"DB01442, DB01509, DB01454, DB01516, DB01566, DB06112, DB12809"
DB01443,1,"DB01443, DB01456, DB00396, DB01434, DB01536, DB01451"
DB01444,0,"DB01444, DB01468, DB01533, DB13474"
DB01445,0,"DB01445, DB08839, DB14010, DB01441, DB04275, DB13990, DB01488, DB01065, DB01460, DB02959, DB08653, DB11664"
DB01446,0,"DB01446, DB01546, DB04236, DB08653, DB00150, DB03225, DB04537, DB01488, DB01953, DB01460, DB12827, DB08649, DB02758, DB08652, DB03314, DB02959, DB08839, DB04159, DB08953, DB02740"
DB01447,0,"DB01447, DB01490, DB01230"
DB01450,1,"DB00921, DB01450, DB01548, DB16072, DB01565, DB01551, DB01512, DB01538, DB00844, DB14146, DB16117, DB09049, DB01531, DB15341, DB01480, DB01497, DB01469, DB06230, DB00497, DB00704, DB01192, DB06800, DB00956, DB00327, DB00318, DB00295, DB01477, DB01466, DB01183, DB04509"
DB01451,1,"DB01451, DB00396, DB01434, DB01536, DB01481, DB01572, DB13710, DB13391, DB15977, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB07373, DB12194, DB01443, DB01456, DB08905, DB00253, DB18000"
DB01452,1,"DB01452, DB01469, DB01466, DB13454, DB00318, DB01480, DB01497, DB01477, DB00295, DB01573, DB09209, DB11490, DB06409, DB01568, DB15341, DB16117, DB01538, DB13458, DB15465, DB14146, DB09049, DB16072, DB01512, DB00844, DB00921, DB01450, DB01548, DB06230, DB01551, DB01565"
DB01453,1,"DB01453, DB01570, DB00813, DB09173, DB01557, DB09171, DB01571, DB01532, DB09177, DB09178, DB13653, DB09179, DB09169, DB09170, DB09180, DB09182"
DB01454,0,"DB01454, DB01566, DB06112, DB01509, DB01442, DB06814, DB12809, DB01516, DB09253, DB14129"
DB01455,1,"DB01455, DB01524, DB04704, DB04540, DB04705, DB14038, DB03696, DB01431, DB04706, DB02789, DB06257, DB01708, DB01493, DB14555, DB13797, DB01474, DB01526, DB01554, DB05212, DB12474, DB01503, DB01889, DB13866"
DB01456,1,"DB01443, DB01456, DB00396, DB01434, DB01536, DB01451"
DB01458,1,"DB01458, DB13940"
DB01459,0,"DB01459, DB01100"
DB01460,0,"DB01460, DB01488, DB08653, DB13990, DB01445, DB01446, DB01441, DB08649, DB04275, DB08652, DB01546, DB07952, DB14010, DB08839, DB04236"
DB01461,0,"DB01461, DB15783, DB09023, DB13181, DB13380, DB15888, DB15795, DB04843, DB13844, DB13369, DB13507, DB00771"
DB01462,0,"DB01462, DB01523"
DB01463,1,"DB01463, DB08071, DB16848"
DB01464,0,"DB01464, DB01505, DB01475, DB00454, DB01518, DB13605, DB01081, DB08988"
DB01465,1,"DB01465, DB01528, DB01467, DB00723, DB01484, DB13624"
DB01466,0,"DB01466, DB00318, DB01477, DB00295, DB09209, DB01573, DB11490, DB01568, DB01480, DB01497, DB01469, DB01452, DB01551, DB15341, DB06409, DB01565, DB01512, DB16072, DB00844, DB16117, DB14146, DB13454, DB00921, DB01450, DB01548, DB06230, DB09049, DB00497, DB13458, DB01538"
DB01467,1,"DB01467, DB01528, DB01465, DB00723, DB01484"
DB01468,0,"DB01468, DB01533, DB01444, DB13474"
DB01469,1,"DB01469, DB01480, DB01497, DB01452, DB01466, DB00318, DB01573, DB01477, DB00295, DB09209, DB15341, DB16117, DB11490, DB01568, DB13454, DB06409, DB16072, DB14146, DB00921, DB01450, DB01548, DB01512, DB01538, DB00844, DB09049, DB01551, DB13458, DB15465, DB01565, DB06230"
DB01470,1,"DB01470, DB09180, DB01439, DB09170, DB00708, DB01557, DB01532, DB00813, DB09173, DB01571, DB09171"
DB01471,1,"DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB01481, DB01572, DB00253, DB18000, DB00367, DB00717, DB09389, DB14584, DB04652, DB01485, DB01500, DB01540, DB04630, DB00741, DB13089"
DB01472,1,"DB01472, DB09352, DB03978, DB08767, DB08841, DB03380"
DB01473,0,"DB01473, DB13160, DB01499, DB01552, DB01478, DB01542, DB01562, DB00647, DB06793"
DB01474,1,"DB01474, DB01526, DB01554, DB01503, DB13866, DB04706, DB06257, DB01493, DB03696, DB01431, DB04704, DB01455, DB01524, DB04540, DB04705, DB14038, DB05212, DB12474, DB13315, DB02789, DB14555, DB01708"
DB01475,0,"DB01475, DB01505, DB00454, DB01081, DB01518, DB01464, DB13605, DB08988, DB01501, DB00913"
DB01476,0,"DB01476, DB15491, DB01553"
DB01477,0,"DB01477, DB00318, DB01466, DB00295, DB11490, DB09209, DB01573, DB01568, DB01480, DB01497, DB01469, DB01452, DB01551, DB06409, DB01565, DB01512, DB00844, DB15341, DB14146, DB16072, DB00921, DB01450, DB01548, DB16117, DB13454, DB06230, DB09049, DB00497, DB13458, DB01538"
DB01478,0,"DB01478, DB01473, DB13160, DB01562, DB01499, DB01552, DB01542, DB00647, DB06793"
DB01479,1,"DB01479, DB01513, DB01530, DB03882, DB03926, DB11288, DB17066, DB17742, DB13163, DB00825, DB11344, DB14123, DB06307, DB02901, DB03619, DB07447, DB12622, DB13587, DB00858, DB01586, DB02659, DB05990, DB06777, DB16260, DB02854, DB05087, DB11859, DB12308, DB12972"
DB01480,1,"DB01480, DB01497, DB01469, DB00318, DB00295, DB01477, DB01466, DB01573, DB11490, DB09209, DB01452, DB01568, DB00921, DB01450, DB01548, DB16072, DB14146, DB15341, DB16117, DB06409, DB01512, DB01551, DB00844, DB01565, DB09049, DB13454, DB06230, DB01538, DB13458, DB00497"
DB01481,1,"DB01481, DB01572, DB13710, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13230, DB14570, DB00253, DB18000, DB14584, DB01451, DB04652, DB00367, DB00717, DB09389, DB04630, DB00741, DB01485, DB01500, DB01540"
DB01482,1,"DB01482, DB12926, DB13592, DB12927, DB12846, DB13203, DB13636, DB13449, DB18002, DB13573"
DB01483,0,"DB01483, DB13577, DB00237, DB00463, DB01353, DB01351, DB01352, DB00312, DB00241, DB00306, DB01849, DB13770"
DB01484,1,"DB01484, DB01537, DB01465, DB01528, DB01467"
DB01485,1,"DB01485, DB01500, DB01540, DB08905, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB04652, DB14584, DB00253, DB18000, DB04630, DB00741, DB13185, DB00367, DB00717, DB09389, DB01481"
DB01486,1,"DB00397, DB01486, DB00852, DB01364, DB14752, DB11278, DB11587, DB04484, DB00610, DB11610, DB00182, DB01576"
DB01487,0,DB01487
DB01488,0,"DB01488, DB01460, DB08653, DB01445, DB01446, DB08649, DB13990, DB08652, DB01546, DB14010, DB08839, DB04236, DB01441, DB04275, DB07952, DB12027"
DB01489,0,"DB01489, DB14671, DB14672, DB00231, DB13872, DB00842, DB00186, DB13837, DB00829, DB01594, DB13335"
DB01490,0,"DB01490, DB01447, DB01230"
DB01491,0,"DB01491, DB00333, DB13515, DB15198, DB11609, DB13436, DB06738, DB15597"
DB01493,1,"DB01493, DB01431, DB03696, DB12474, DB04704, DB01474, DB01526, DB01554, DB01455, DB01524, DB04540, DB04705, DB14038, DB01889, DB01503, DB00304, DB14555, DB14152, DB12622, DB13866, DB00624, DB01471, DB01543, DB01564, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533"
DB01494,0,DB01494
DB01495,0,"DB01495, DB01435, DB13524, DB01424"
DB01496,0,DB01496
DB01497,1,"DB01480, DB01497, DB01469, DB00318, DB00295, DB01477, DB01466, DB01573, DB11490, DB09209, DB01452, DB01568, DB00921, DB01450, DB01548, DB16072, DB14146, DB15341, DB16117, DB06409, DB01512, DB01551, DB00844, DB01565, DB09049, DB13454, DB06230, DB01538, DB13458, DB00497"
DB01498,0,"DB01498, DB01227, DB01433, DB01522, DB01555, DB00333, DB13515, DB15198"
DB01499,0,"DB01499, DB01552, DB01473, DB13160, DB01542, DB01478, DB01562, DB00647, DB06793"
DB01500,1,"DB01485, DB01500, DB01540, DB08905, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB04652, DB14584, DB00253, DB18000, DB04630, DB00741, DB13185, DB00367, DB00717, DB09389, DB01481"
DB01501,0,"DB01501, DB01081, DB00454, DB01475, DB01505, DB13605"
DB01502,0,DB01502
DB01503,1,"DB01503, DB01474, DB01526, DB01554, DB13866, DB04706, DB01493, DB06257, DB01431, DB03696, DB01889, DB04704, DB01455, DB01524, DB04540, DB04705, DB14038"
DB01505,0,"DB01505, DB01475, DB01464, DB00454, DB01518, DB13605, DB01081, DB08988, DB00913, DB04822, DB13731, DB01501"
DB01506,0,"DB01506, DB03575"
DB01509,1,"DB01509, DB01454, DB01566, DB06112, DB01442, DB12809, DB01516, DB09253, DB14129, DB06814"
DB01511,0,"DB01511, DB14028, DB00186, DB00829, DB13872, DB00842, DB13335, DB00628, DB01588, DB00801, DB00231, DB01567, DB01068, DB00690, DB14672, DB13437"
DB01512,0,"DB01512, DB00844, DB01565, DB14146, DB01551, DB00921, DB01450, DB01548, DB09049, DB16072, DB15341, DB01538, DB06230, DB16117, DB00704, DB01192, DB06800, DB01531, DB00497, DB01183, DB04509, DB01480, DB01497, DB00295, DB13471, DB00318, DB00327, DB01477, DB01466, DB01469"
DB01513,1,"DB01479, DB01513, DB01530, DB03882, DB03926, DB11288, DB17066, DB17742, DB13163, DB00825, DB11344, DB14123, DB06307, DB02901, DB03619, DB07447, DB12622, DB13587, DB00858, DB01586, DB02659, DB05990, DB06777, DB16260, DB02854, DB05087, DB11859, DB12308, DB12972"
DB01514,1,DB01514
DB01515,0,"DB01515, DB00907"
DB01516,1,"DB01516, DB01442, DB01509, DB01454, DB01566, DB06112, DB12809"
DB01518,0,"DB01518, DB01505, DB01475, DB00454, DB13605, DB01464, DB01081, DB08988, DB00913"
DB01520,0,"DB01520, DB13096, DB11549"
DB01521,1,"DB01521, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB15984, DB13710, DB13230, DB14570, DB14584, DB18000, DB04652, DB00253, DB00367, DB00717, DB09389, DB04630, DB01481, DB01572, DB00741, DB01500, DB01540"
DB01522,0,"DB01227, DB01433, DB01522, DB01555, DB01498"
DB01523,0,"DB01523, DB01462"
DB01524,1,"DB01455, DB01524, DB04704, DB04540, DB04705, DB14038, DB03696, DB01431, DB04706, DB02789, DB06257, DB01708, DB01493, DB14555, DB13797, DB01474, DB01526, DB01554, DB05212, DB12474, DB01503, DB01889, DB13866"
DB01525,0,"DB01525, DB04688"
DB01526,1,"DB01474, DB01526, DB01554, DB01503, DB13866, DB04706, DB06257, DB01493, DB03696, DB01431, DB04704, DB01455, DB01524, DB04540, DB04705, DB14038, DB05212, DB12474, DB13315, DB02789, DB14555, DB01708"
DB01527,0,"DB01527, DB01556"
DB01528,1,"DB01528, DB01467, DB01465, DB00723, DB01484"
DB01529,1,"DB01529, DB00561, DB13759"
DB01530,0,"DB01479, DB01513, DB01530, DB03882, DB03926, DB11288, DB17066, DB17742, DB13163, DB00825, DB11344, DB14123, DB06307, DB02901, DB03619, DB07447, DB12622, DB13587, DB00858, DB01586, DB02659, DB05990, DB06777, DB16260, DB02854, DB05087, DB11859, DB12308, DB12972"
DB01531,1,"DB01531, DB01565, DB01551, DB00327, DB00921, DB01450, DB01548, DB00956, DB01512, DB16072, DB00844, DB06230, DB01538, DB00704, DB01192, DB06800, DB00497, DB14146, DB01183, DB04509, DB09049, DB16117, DB15341, DB13471, DB00295, DB01480, DB01497, DB00318, DB01477, DB01466"
DB01532,1,"DB01532, DB01557, DB00813, DB09173, DB01571, DB09171, DB09178, DB01453, DB09177, DB09169, DB01570, DB13653, DB09179, DB01470, DB09182, DB09180, DB09168, DB01439"
DB01533,0,"DB01468, DB01533, DB01444, DB13474"
DB01534,0,DB01534
DB01535,0,"DB01535, DB15360, DB09174, DB09179, DB00899, DB00708"
DB01536,1,"DB00396, DB01434, DB01536, DB01451, DB13391, DB15977, DB13710, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB01443, DB01456, DB08905, DB00253, DB18000, DB14584, DB04652, DB07373, DB12194"
DB01537,1,"DB01537, DB01484"
DB01538,0,"DB01538, DB16072, DB00921, DB01450, DB01548, DB01551, DB01565, DB14146, DB16117, DB01512, DB00844, DB09049, DB15341, DB01531, DB01452, DB01469, DB13458, DB01480, DB01497, DB00497, DB06230, DB15465, DB00704, DB01192, DB06800, DB00956, DB00327, DB01183, DB04509, DB00318"
DB01539,0,DB01539
DB01540,1,"DB01485, DB01500, DB01540, DB08905, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB04652, DB14584, DB00253, DB18000, DB04630, DB00741, DB13185, DB00367, DB00717, DB09389, DB01481"
DB01541,1,"DB01541, DB13586, DB00896, DB01569, DB00860, DB00959, DB00635, DB09383, DB12952, DB07373, DB12194, DB13208, DB14639, DB15114"
DB01542,0,"DB01542, DB01499, DB01552, DB01473, DB13160, DB01478, DB00647, DB06793, DB01562"
DB01543,1,"DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB01481, DB01572, DB00253, DB18000, DB00367, DB00717, DB09389, DB14584, DB04652, DB01485, DB01500, DB01540, DB04630, DB00741, DB13089"
DB01544,0,"DB01544, DB01595, DB01068, DB01567, DB00690, DB13837"
DB01545,0,"DB01545, DB00628, DB01567, DB00690, DB13837, DB01594, DB14028, DB01588"
DB01546,1,"DB01546, DB01446, DB04236, DB08653, DB00150, DB03225, DB04537, DB08953, DB02740, DB01488, DB01460, DB01953, DB12827, DB02959, DB08839, DB08649, DB03314, DB02758, DB08652"
DB01547,0,"DB01547, DB00611, DB01512, DB01551, DB00844, DB01565, DB00921, DB01450, DB01548, DB01531, DB16072, DB14146, DB06230, DB00497, DB00704, DB01192, DB06800, DB09049, DB01538, DB15341, DB01183, DB04509, DB16117, DB00956, DB00327, DB13471, DB12543, DB15241, DB00318, DB00295"
DB01548,0,"DB00921, DB01450, DB01548, DB16072, DB01565, DB01551, DB01512, DB01538, DB00844, DB14146, DB16117, DB09049, DB01531, DB15341, DB01480, DB01497, DB01469, DB06230, DB00497, DB00704, DB01192, DB06800, DB00956, DB00327, DB00318, DB00295, DB01477, DB01466, DB01183, DB04509"
DB01549,0,"DB01549, DB03575, DB08071"
DB01550,1,"DB01550, DB13285, DB13852, DB01577, DB09571, DB01037, DB12650, DB04677, DB01365"
DB01551,0,"DB01551, DB01565, DB16072, DB00921, DB01450, DB01548, DB01512, DB00844, DB01538, DB14146, DB01531, DB16117, DB09049, DB15341, DB00956, DB00318, DB01480, DB01497, DB00497, DB00327, DB06230, DB01477, DB01466, DB00295, DB00704, DB01192, DB06800, DB01573, DB11490, DB01183"
DB01552,0,"DB01499, DB01552, DB01473, DB13160, DB01542, DB01478, DB01562, DB00647, DB06793"
DB01553,0,"DB01553, DB15491, DB01587, DB01476"
DB01554,1,"DB01474, DB01526, DB01554, DB01503, DB13866, DB04706, DB06257, DB01493, DB03696, DB01431, DB04704, DB01455, DB01524, DB04540, DB04705, DB14038, DB05212, DB12474, DB13315, DB02789, DB14555, DB01708"
DB01555,0,"DB01227, DB01433, DB01522, DB01555, DB01498"
DB01556,1,"DB01556, DB01527, DB00191"
DB01557,1,"DB01557, DB01532, DB00813, DB09173, DB01571, DB09171, DB09178, DB01453, DB09177, DB09169, DB01570, DB13653, DB09179, DB01470, DB09182, DB09180, DB09168, DB01439"
DB01558,0,DB01558
DB01559,0,"DB01559, DB14719"
DB01560,1,"DB01560, DB15339, DB13108, DB00182, DB01576, DB00937"
DB01561,1,"DB01561, DB04693, DB07375, DB07557, DB01744, DB11345, DB14156, DB15918, DB03540, DB08956, DB15920, DB02854, DB05087, DB11859, DB12308, DB12972, DB00858, DB11622, DB02125, DB02901, DB07447, DB13587"
DB01562,1,"DB01562, DB01478, DB01473, DB13160, DB01499, DB01552, DB01542"
DB01563,0,DB01563
DB01564,1,"DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB01481, DB01572, DB00253, DB18000, DB00367, DB00717, DB09389, DB14584, DB04652, DB01485, DB01500, DB01540, DB04630, DB00741, DB13089"
DB01565,1,"DB01565, DB01551, DB00921, DB01450, DB01548, DB01512, DB16072, DB00844, DB01531, DB01538, DB14146, DB09049, DB16117, DB15341, DB00327, DB06230, DB01480, DB01497, DB00295, DB00704, DB01192, DB06800, DB00956, DB00318, DB00497, DB01477, DB01466, DB11490, DB01183, DB04509"
DB01566,1,"DB01566, DB06112, DB01454, DB01509, DB06814, DB01442, DB12809, DB01516, DB09253, DB14129"
DB01567,0,"DB01567, DB00690, DB00829, DB13837, DB13335, DB00801, DB01594, DB14028, DB00231, DB01588, DB01545, DB01589, DB00842, DB01511, DB00628, DB01544, DB13437, DB13872, DB14671, DB00186"
DB01568,0,"DB01568, DB00318, DB01477, DB01466, DB00295, DB11490, DB09209, DB01573, DB01480, DB01497, DB01469, DB01452, DB06409, DB01551, DB15341, DB01512, DB00844, DB13454, DB01565, DB14146, DB13458, DB16117, DB16072, DB00921, DB01450, DB01548, DB15465, DB09049, DB06230, DB01538"
DB01569,1,"DB01569, DB00896, DB00860, DB00959, DB01541, DB13586, DB13208, DB15114, DB00635, DB09383, DB12952, DB12081, DB14094, DB00873"
DB01570,1,"DB01570, DB01453, DB01571, DB09171, DB09178, DB00813, DB09173, DB09169, DB01557, DB01532, DB09177, DB09179, DB13653, DB09170, DB01439"
DB01571,1,"DB01571, DB09171, DB09178, DB00813, DB09173, DB09169, DB01557, DB01570, DB01532, DB09177, DB01453, DB09179, DB01439, DB13653, DB09182, DB09180, DB09168, DB09174, DB01470"
DB01572,1,"DB01481, DB01572, DB13710, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13230, DB14570, DB00253, DB18000, DB14584, DB01451, DB04652, DB00367, DB00717, DB09389, DB04630, DB00741, DB01485, DB01500, DB01540"
DB01573,1,"DB01573, DB01466, DB00318, DB01477, DB00295, DB09209, DB11490, DB01480, DB01497, DB01469, DB01568, DB01452, DB13454, DB15341, DB01551, DB16117, DB01512, DB16072, DB06409, DB14146, DB00844, DB01565, DB00921, DB01450, DB01548, DB15465, DB06230, DB09049, DB13458, DB00497"
DB01575,0,DB01575
DB01576,1,"DB00182, DB01576, DB00191, DB02972, DB09250, DB01577, DB09571, DB04484, DB01365, DB13285, DB04325, DB01560, DB07910, DB00752, DB02665, DB09352, DB04410, DB00397, DB01486"
DB01577,1,"DB01577, DB09571, DB01365, DB13285, DB00182, DB01576, DB01037, DB12650, DB00191, DB02972, DB01550, DB04677, DB13852, DB15339, DB09250, DB00852, DB01364, DB14752"
DB01578,0,"DB01578, DB09487, DB09134, DB11705, DB01362, DB09135, DB13861"
DB01579,1,"DB01579, DB00830, DB11587"
DB01580,1,"DB01580, DB13777, DB09185"
DB01581,0,"DB01581, DB01582, DB11547, DB00359, DB05245, DB13320, DB06821"
DB01582,0,"DB01582, DB01581, DB11547, DB00359, DB05245, DB13320, DB06821"
DB01583,0,"DB01583, DB00279, DB00451, DB00509, DB12425, DB12629, DB03374, DB01758"
DB01586,0,"DB01586, DB02659, DB05990, DB06777, DB16260, DB03619, DB11789, DB18044, DB02901, DB07447, DB13587, DB00858, DB02854, DB05087, DB11859, DB12308, DB12972, DB06622, DB11371, DB11622, DB01479, DB01513, DB01530, DB03882, DB03926, DB11936, DB12480, DB16870, DB13493"
DB01587,0,"DB01587, DB01553, DB15491"
DB01588,0,"DB01588, DB00829, DB13335, DB00801, DB14028, DB01567, DB00231, DB00690, DB00628, DB01511, DB01594, DB00842, DB13872, DB13837, DB13437, DB14671, DB00186, DB01545, DB14672"
DB01589,0,"DB01589, DB01567, DB00801, DB00690, DB13837, DB13437"
DB01590,0,"DB01590, DB15527, DB06287, DB00877, DB06233, DB00864, DB00337, DB15422, DB03621"
DB01591,0,DB01591
DB01594,0,"DB01594, DB13837, DB00231, DB01567, DB00690, DB00842, DB13872, DB01588, DB14671, DB00801, DB00186, DB13335, DB01545, DB00829, DB14672, DB01489, DB00628"
DB01595,0,"DB01595, DB01068, DB01544"
DB01597,0,DB01597
DB01598,0,"DB01598, DB00760, DB06211, DB13028, DB16840, DB00303"
